log_message,keywords,score
Payment processed for order_id=321,payment process,0.12187595669187136
Payment processed for order_id=321,payment process,0.12187595669187136
Failed login attempt for user_id=456,fail login,1.009883427333368
Failed login attempt for user_id=456,login attempt,0.4182364798986363
Failed login attempt for user_id=456,fail login attempt,0.5167350734016846
Unable to connect to external API,unable connect,1.1369811712108198
Unable to connect to external API,connect external,1.941529781644477
Unable to connect to external API,external api,0.361850536639813
Unable to connect to external API,unable connect external,2.6121169260744046
Unable to connect to external API,connect external api,1.0173682449867167
API request received for endpoint=/users,api request,1.009883427333368
API request received for endpoint=/users,request receive,0.4182364798986363
API request received for endpoint=/users,api request receive,0.5167350734016846
User profile updated for user_id=789,user profile,1.009883427333368
User profile updated for user_id=789,profile update,0.4182364798986363
User profile updated for user_id=789,user profile update,0.5167350734016846
Payment overdue for order_id=987,payment overdue,0.12187595669187136
Payment overdue for order_id=987,payment overdue,0.12187595669187136
Server error while processing request,server error,1.1369811712108198
Server error while processing request,error process,1.941529781644477
Server error while processing request,process request,0.361850536639813
Server error while processing request,server error process,2.6121169260744046
Server error while processing request,error process request,1.0173682449867167
Database connection timeout,database connection,1.009883427333368
Database connection timeout,connection timeout,0.4182364798986363
Database connection timeout,database connection timeout,0.5167350734016846
Product review submitted for product_id=456,product review,1.009883427333368
Product review submitted for product_id=456,review submit,0.4182364798986363
Product review submitted for product_id=456,product review submit,0.5167350734016846
Failed to retrieve order history for user_id=123,fail retrieve,1.1369811712108198
Failed to retrieve order history for user_id=123,retrieve order,1.941529781644477
Failed to retrieve order history for user_id=123,order history,0.361850536639813
Failed to retrieve order history for user_id=123,fail retrieve order,2.6121169260744046
Failed to retrieve order history for user_id=123,retrieve order history,1.0173682449867167
Inventory system failure,inventory system,1.009883427333368
Inventory system failure,system failure,0.4182364798986363
Inventory system failure,inventory system failure,0.5167350734016846
API request received for endpoint=/orders,api request,1.009883427333368
API request received for endpoint=/orders,request receive,0.4182364798986363
API request received for endpoint=/orders,api request receive,0.5167350734016846
Order status updated for order_id=654,order status,1.009883427333368
Order status updated for order_id=654,status update,0.4182364798986363
Order status updated for order_id=654,order status update,0.5167350734016846
Cart timeout for user_id=789,cart timeout,0.12187595669187136
Cart timeout for user_id=789,cart timeout,0.12187595669187136
Payment gateway timeout,payment gateway,1.009883427333368
Payment gateway timeout,gateway timeout,0.4182364798986363
Payment gateway timeout,payment gateway timeout,0.5167350734016846
Database server restarted,database server,1.009883427333368
Database server restarted,server restart,0.4182364798986363
Database server restarted,database server restart,0.5167350734016846
Order dispatched for order_id=321,order dispatch,0.12187595669187136
Order dispatched for order_id=321,order dispatch,0.12187595669187136
Invalid product quantity for order_id=987,invalid product,1.009883427333368
Invalid product quantity for order_id=987,product quantity,0.4182364798986363
Invalid product quantity for order_id=987,invalid product quantity,0.5167350734016846
Server crash detected,server crash,1.009883427333368
Server crash detected,crash detect,0.4182364798986363
Server crash detected,server crash detect,0.5167350734016846
Cache server error,cache server,1.009883427333368
Cache server error,server error,0.4182364798986363
Cache server error,cache server error,0.5167350734016846
Refund processed for order_id=456,refund process,0.12187595669187136
Refund processed for order_id=456,refund process,0.12187595669187136
High traffic detected,high traffic,1.009883427333368
High traffic detected,traffic detect,0.4182364798986363
High traffic detected,high traffic detect,0.5167350734016846
Failed to fetch shipping details for order_id=654,fail fetch,1.1369811712108198
Failed to fetch shipping details for order_id=654,fetch ship,1.941529781644477
Failed to fetch shipping details for order_id=654,ship detail,0.361850536639813
Failed to fetch shipping details for order_id=654,fail fetch ship,2.6121169260744046
Failed to fetch shipping details for order_id=654,fetch ship detail,1.0173682449867167
API request received for endpoint=/products,api request,1.009883427333368
API request received for endpoint=/products,request receive,0.4182364798986363
API request received for endpoint=/products,api request receive,0.5167350734016846
User account deleted for user_id=789,user account,1.009883427333368
User account deleted for user_id=789,account delete,0.4182364798986363
User account deleted for user_id=789,user account delete,0.5167350734016846
Payment gateway issues affecting orders,payment gateway,1.1369811712108198
Payment gateway issues affecting orders,gateway issue,1.941529781644477
Payment gateway issues affecting orders,issue affect,1.2811431701438607
Payment gateway issues affecting orders,affect order,0.361850536639813
Payment gateway issues affecting orders,payment gateway issue,2.6121169260744046
Payment gateway issues affecting orders,gateway issue affect,4.597734847773606
Payment gateway issues affecting orders,issue affect order,0.6524070440730919
Internal server error,internal server,1.009883427333368
Internal server error,server error,0.4182364798986363
Internal server error,internal server error,0.5167350734016846
Database deadlock detected,database deadlock,1.009883427333368
Database deadlock detected,deadlock detect,0.4182364798986363
Database deadlock detected,database deadlock detect,0.5167350734016846
Product restocked for product_id=456,product restock,0.12187595669187136
Product restocked for product_id=456,product restock,0.12187595669187136
Failed to process refund for order_id=123,fail process,1.009883427333368
Failed to process refund for order_id=123,process refund,0.4182364798986363
Failed to process refund for order_id=123,fail process refund,0.5167350734016846
Database corruption detected,database corruption,1.009883427333368
Database corruption detected,corruption detect,0.4182364798986363
Database corruption detected,database corruption detect,0.5167350734016846
API request received for endpoint=/users,api request,1.009883427333368
API request received for endpoint=/users,request receive,0.4182364798986363
API request received for endpoint=/users,api request receive,0.5167350734016846
Order canceled for order_id=654,order cancel,0.12187595669187136
Order canceled for order_id=654,order cancel,0.12187595669187136
API endpoint '/products/' accessed,api endpoint,1.009883427333368
API endpoint '/products/' accessed,endpoint access,0.4182364798986363
API endpoint '/products/' accessed,api endpoint access,0.5167350734016846
Processing data for product ID 123,process data,1.1369811712108198
Processing data for product ID 123,data product,1.941529781644477
Processing data for product ID 123,product id,0.361850536639813
Processing data for product ID 123,process data product,2.6121169260744046
Processing data for product ID 123,data product id,1.0173682449867167
Data validation for product ID 234,data validation,1.1369811712108198
Data validation for product ID 234,validation product,1.941529781644477
Data validation for product ID 234,product id,0.361850536639813
Data validation for product ID 234,data validation product,2.6121169260744046
Data validation for product ID 234,validation product id,1.0173682449867167
Low stock for product ID 456,low stock,1.1369811712108198
Low stock for product ID 456,stock product,1.941529781644477
Low stock for product ID 456,product id,0.361850536639813
Low stock for product ID 456,low stock product,2.6121169260744046
Low stock for product ID 456,stock product id,1.0173682449867167
Failed to update product inventory,fail update,1.1369811712108198
Failed to update product inventory,update product,1.941529781644477
Failed to update product inventory,product inventory,0.361850536639813
Failed to update product inventory,fail update product,2.6121169260744046
Failed to update product inventory,update product inventory,1.0173682449867167
New order placed for product ID 789,order place,1.1369811712108198
New order placed for product ID 789,place product,1.941529781644477
New order placed for product ID 789,product id,0.361850536639813
New order placed for product ID 789,order place product,2.6121169260744046
New order placed for product ID 789,place product id,1.0173682449867167
Calculating shipping cost for order ID 567,calculate ship,1.1369811712108198
Calculating shipping cost for order ID 567,ship cost,1.941529781644477
Calculating shipping cost for order ID 567,cost order,1.2811431701438607
Calculating shipping cost for order ID 567,order id,0.361850536639813
Calculating shipping cost for order ID 567,calculate ship cost,2.6121169260744046
Calculating shipping cost for order ID 567,ship cost order,4.597734847773606
Calculating shipping cost for order ID 567,cost order id,0.6524070440730919
API endpoint '/cart/' accessed,api endpoint,1.009883427333368
API endpoint '/cart/' accessed,endpoint access,0.4182364798986363
API endpoint '/cart/' accessed,api endpoint access,0.5167350734016846
Payment authorization pending for order ID 890,payment authorization,1.1369811712108198
Payment authorization pending for order ID 890,authorization pending,1.941529781644477
Payment authorization pending for order ID 890,pending order,1.2811431701438607
Payment authorization pending for order ID 890,order id,0.361850536639813
Payment authorization pending for order ID 890,payment authorization pending,2.6121169260744046
Payment authorization pending for order ID 890,authorization pending order,4.597734847773606
Payment authorization pending for order ID 890,pending order id,0.6524070440730919
Payment gateway timeout,payment gateway,1.009883427333368
Payment gateway timeout,gateway timeout,0.4182364798986363
Payment gateway timeout,payment gateway timeout,0.5167350734016846
Order shipped for order ID 901,order ship,1.313967863803125
Order shipped for order ID 901,ship order,1.313967863803125
Order shipped for order ID 901,order id,0.42100583606950265
Order shipped for order ID 901,order ship order,2.4620670200043175
Order shipped for order ID 901,ship order id,0.8474868059343773
Generating invoice for order ID 345,generate invoice,1.1369811712108198
Generating invoice for order ID 345,invoice order,1.941529781644477
Generating invoice for order ID 345,order id,0.361850536639813
Generating invoice for order ID 345,generate invoice order,2.6121169260744046
Generating invoice for order ID 345,invoice order id,1.0173682449867167
API endpoint '/orders/' accessed,api endpoint,1.009883427333368
API endpoint '/orders/' accessed,endpoint access,0.4182364798986363
API endpoint '/orders/' accessed,api endpoint access,0.5167350734016846
Order delivery delayed for order ID 678,order delivery,1.3287952791349582
Order delivery delayed for order ID 678,delivery delay,1.0774211629633093
Order delivery delayed for order ID 678,delay order,0.9036572451520448
Order delivery delayed for order ID 678,order id,0.41811348900715295
Order delivery delayed for order ID 678,order delivery delay,2.0185313518871983
Order delivery delayed for order ID 678,delivery delay order,2.0185313518871983
Order delivery delayed for order ID 678,delay order id,0.5536320409773218
Unable to process return for order ID 234,unable process,1.1369811712108198
Unable to process return for order ID 234,process return,1.941529781644477
Unable to process return for order ID 234,return order,1.2811431701438607
Unable to process return for order ID 234,order id,0.361850536639813
Unable to process return for order ID 234,unable process return,2.6121169260744046
Unable to process return for order ID 234,process return order,4.597734847773606
Unable to process return for order ID 234,return order id,0.6524070440730919
Refund processed for order ID 567,refund process,1.1369811712108198
Refund processed for order ID 567,process order,1.941529781644477
Refund processed for order ID 567,order id,0.361850536639813
Refund processed for order ID 567,refund process order,2.6121169260744046
Refund processed for order ID 567,process order id,1.0173682449867167
Analyzing user behavior for user ID 890,analyze user,0.5604211186900584
Analyzing user behavior for user ID 890,user behavior,0.7496835885945898
Analyzing user behavior for user ID 890,behavior user,0.7496835885945898
Analyzing user behavior for user ID 890,user id,0.3626310394982568
Analyzing user behavior for user ID 890,analyze user behavior,0.731407557888919
Analyzing user behavior for user ID 890,user behavior user,1.0106207213522447
Analyzing user behavior for user ID 890,behavior user id,0.45166170800959254
API endpoint '/payments/' accessed,api endpoint,1.009883427333368
API endpoint '/payments/' accessed,endpoint access,0.4182364798986363
API endpoint '/payments/' accessed,api endpoint access,0.5167350734016846
Unusual spending pattern detected for user ID 789,unusual spend,1.1369811712108198
Unusual spending pattern detected for user ID 789,spend pattern,1.941529781644477
Unusual spending pattern detected for user ID 789,pattern detect,1.2811431701438607
Unusual spending pattern detected for user ID 789,detect user,1.2811431701438607
Unusual spending pattern detected for user ID 789,user id,0.361850536639813
Unusual spending pattern detected for user ID 789,unusual spend pattern,2.6121169260744046
Unusual spending pattern detected for user ID 789,spend pattern detect,4.597734847773606
Unusual spending pattern detected for user ID 789,pattern detect user,2.6823892323752503
Unusual spending pattern detected for user ID 789,detect user id,0.6524070440730919
Invalid coupon code applied,invalid coupon,1.1369811712108198
Invalid coupon code applied,coupon code,1.941529781644477
Invalid coupon code applied,code apply,0.361850536639813
Invalid coupon code applied,invalid coupon code,2.6121169260744046
Invalid coupon code applied,coupon code apply,1.0173682449867167
Processing payment for order ID 123,process payment,1.1369811712108198
Processing payment for order ID 123,payment order,1.941529781644477
Processing payment for order ID 123,order id,0.361850536639813
